Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status,Timestamp,MagnitudeLevel,Distance_km
04/10/1965,22:53:05,-13.409,170.376,Earthquake,635.0,,,6,MW,,,,,,,ISCGEM857648,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-10T22:53:05.000+05:30,Moderate,18185.525
04/11/1965,00:11:11,-42.692,174.205,Earthquake,20.0,,,5,MW,,,,,,,ISCGEM857649,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-11T00:11:11.000+05:30,Moderate,15232.765
04/11/1965,18:51:37,-26.168,178.628,Earthquake,570.0,,,5,MW,,,,,,,ISCGEM857677,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-11T18:51:37.000+05:30,Moderate,17101.623
04/12/1965,20:41:17,30.317,138.702,Earthquake,421.7,,,5,MW,,,,,,,ISCGEM857712,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-12T20:41:17.000+05:30,Moderate,14503.38
04/15/1965,05:09:50,25.08,122.897,Earthquake,165.0,,,5,MW,,,,,,,ISCGEM857769,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-15T05:09:50.000+05:30,Moderate,13284.126
04/16/1965,23:22:21,64.572,-160.375,Earthquake,15.0,,,6,MW,,,,,,,ISCGEM857809,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-16T23:22:21.000+05:30,Moderate,12660.176
04/18/1965,06:33:58,41.46,-127.416,Earthquake,10.0,,,5,MW,,,,,,,ISCGEM857833,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-18T06:33:58.000+05:30,Moderate,13019.493
04/18/1965,09:39:19,-59.687,-26.454,Earthquake,25.0,,,6,MW,,,,,,,ISCGEM857835,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-18T09:39:19.000+05:30,Moderate,7020.3975
04/18/1965,12:41:56,-59.586,-26.372,Earthquake,25.0,,,6,MW,,,,,,,ISCGEM857837,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-18T12:41:56.000+05:30,Moderate,7008.3647
04/19/1965,23:42:00,34.848,138.332,Earthquake,35.0,,,6,MW,,,,,,,ISCGEM857881,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-19T23:42:00.000+05:30,Moderate,14211.855
04/24/1965,21:55:29,11.451,140.231,Earthquake,70.0,,,5,MW,,,,,,,ISCGEM857999,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-24T21:55:29.000+05:30,Moderate,15442.714
04/25/1965,01:00:15,24.409,142.776,Earthquake,30.0,,,6,MW,,,,,,,ISCGEM858003,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-25T01:00:15.000+05:30,Moderate,15175.609
04/26/1965,09:47:29,-1.733,126.568,Earthquake,25.0,,,5,MW,,,,,,,ISCGEM858039,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-26T09:47:29.000+05:30,Moderate,14071.559
04/26/1965,20:29:07,54.157,-162.59,Earthquake,36.8,,,5,MW,,,,,,,ISCGEM858049,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-26T20:29:07.000+05:30,Moderate,13784.693
04/26/1965,22:15:45,21.045,120.798,Earthquake,37.1,,,6,MW,,,,,,,ISCGEM858053,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-26T22:15:45.000+05:30,Moderate,13181.69
04/27/1965,10:54:24,-6.822,129.504,Earthquake,30.0,,,6,MW,,,,,,,ISCGEM858070,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-27T10:54:24.000+05:30,Moderate,14363.088
04/27/1965,14:09:10,35.626,23.425,Earthquake,60.0,,,6,MW,,,,,,,ISCGEM858076,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-27T14:09:10.000+05:30,Moderate,4644.4336
04/27/1965,20:09:17,1.333,-85.075,Earthquake,15.0,,,5,MW,,,,,,,ISCGEM858082,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-27T20:09:17.000+05:30,Moderate,9460.057
04/29/1965,15:28:45,47.288,-122.406,Earthquake,64.7,,,6,MW,,,,,,,ISCGEM858143,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-04-29T15:28:45.000+05:30,Moderate,12377.823
04/29/1965,15:48:55,-5.548,110.332,Earthquake,480.0,,,6,MW,,,,,,,ISCGEMSUP858144,ISCGEMSUP,ISCGEM,ISCGEM,Automatic,1965-04-29T15:48:55.000+05:30,Moderate,12257.304
05/01/1965,21:27:54,60.35,-146.176,Earthquake,15.0,,,5,MW,,,,,,,ISCGEM856572,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-01T21:27:54.000+05:30,Moderate,12705.797
05/02/1965,07:13:45,28.927,128.769,Earthquake,22.5,,,5,MW,,,,,,,ISCGEM856581,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-02T07:13:45.000+05:30,Moderate,13702.9795
05/03/1965,01:09:34,-32.537,-70.569,Earthquake,90.0,,,5,MW,,,,,,,ISCGEM856594,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-03T01:09:34.000+05:30,Moderate,8196.46
05/03/1965,10:01:38,13.683,-89.07,Earthquake,15.0,,,5,MW,,,,,,,ISCGEM856602,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-03T10:01:38.000+05:30,Moderate,9907.067
05/03/1965,16:09:09,-24.281,-67.927,Earthquake,110.0,,,5,MW,,,,,,,ISCGEM856609,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-03T16:09:09.000+05:30,Moderate,7780.084
05/04/1965,08:34:43,41.801,79.414,Earthquake,10.0,,,6,MW,,,,,,,ISCGEM856624,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-04T08:34:43.000+05:30,Moderate,9132.283
05/12/1965,08:05:56,-3.523,137.924,Earthquake,50.0,,,5,MW,,,,,,,ISCGEM856806,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-12T08:05:56.000+05:30,Moderate,15323.129
05/12/1965,10:33:47,-6.174,130.358,Earthquake,153.1,,,6,MW,,,,,,,ISCGEM856810,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-12T10:33:47.000+05:30,Moderate,14463.812
05/15/1965,23:58:36,-4.131,134.946,Earthquake,25.0,,,5,MW,,,,,,,ISCGEM856887,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-15T23:58:36.000+05:30,Moderate,14988.811
05/16/1965,11:35:47,5.268,125.467,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM856902,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-16T11:35:47.000+05:30,Moderate,13932.143
05/17/1965,17:19:33,22.336,121.248,Earthquake,68.4,,,6,MW,,,,,,,ISCGEM856924,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-17T17:19:33.000+05:30,Moderate,13195.927
05/19/1965,03:00:58,-8.938,159.083,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM856977,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-19T03:00:58.000+05:30,Moderate,17494.56
05/19/1965,06:03:56,-6.575,105.311,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM856984,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-19T06:03:56.000+05:30,Moderate,11698.58
05/19/1965,13:59:55,-4.819,152.436,Earthquake,50.0,,,5,MW,,,,,,,ISCGEM856995,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-19T13:59:55.000+05:30,Moderate,16907.24
05/20/1965,00:40:27,-14.921,167.34,Earthquake,120.0,,,7,MW,,,,,,,ISCGEM857011,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-20T00:40:27.000+05:30,High,17849.61
05/22/1965,03:05:46,1.309,126.239,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM857068,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-22T03:05:46.000+05:30,Moderate,14035.918
05/22/1965,10:31:39,-21.126,-178.537,Earthquake,553.8,,,6,MW,,,,,,,ISCGEM857075,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-22T10:31:39.000+05:30,Moderate,17660.613
05/23/1965,23:46:15,52.149,175.119,Earthquake,28.5,,,6,MW,,,,,,,ISCGEM857113,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-23T23:46:15.000+05:30,Moderate,14198.448
05/24/1965,23:21:12,13.174,124.604,Earthquake,25.0,,,5,MW,,,,,,,ISCGEM857130,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-24T23:21:12.000+05:30,Moderate,13740.357
05/25/1965,13:07:51,51.227,178.882,Earthquake,30.1,,,5,MW,,,,,,,ISCGEM857142,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-25T13:07:51.000+05:30,Moderate,14317.93
05/26/1965,19:44:13,-55.957,-27.875,Earthquake,125.0,,,6,MW,,,,,,,ISCGEMSUP857167,ISCGEMSUP,ISCGEM,ISCGEM,Automatic,1965-05-26T19:44:13.000+05:30,Moderate,6709.448
05/31/1965,11:38:42,-7.566,128.578,Earthquake,150.0,,,5,MW,,,,,,,ISCGEM857305,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-05-31T11:38:42.000+05:30,Moderate,14253.099
06/02/1965,05:13:00,-23.54,-179.917,Earthquake,540.0,,,5,MW,,,,,,,ISCGEM855792,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-02T05:13:00.000+05:30,Moderate,17397.543
06/02/1965,23:40:23,15.674,-46.712,Earthquake,12.5,,,5,MW,,,,,,,ISCGEM855811,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-02T23:40:23.000+05:30,Moderate,5413.7734
06/05/1965,03:49:03,-1.649,126.552,Earthquake,20.0,,,5,MW,,,,,,,ISCGEM855868,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-05T03:49:03.000+05:30,Moderate,14069.984
06/11/1965,02:37:35,51.884,174.015,Earthquake,20.0,,,5,MW,,,,,,,ISCGEM855987,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-11T02:37:35.000+05:30,Moderate,14218.649
06/11/1965,03:33:47,44.608,149.022,Earthquake,40.7,,,7,MW,,,,,,,ISCGEM855990,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-11T03:33:47.000+05:30,High,14190.379
06/11/1965,03:34:04,44.578,148.699,Earthquake,58.0,,,7,MW,,,,,,,ISCGEM855991,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-11T03:34:04.000+05:30,High,14176.224
06/11/1965,07:11:04,44.133,149.255,Earthquake,31.6,,,5,MW,,,,,,,ISCGEM856010,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-11T07:11:04.000+05:30,Moderate,14242.563
06/11/1965,07:27:44,44.112,149.539,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM856011,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-11T07:27:44.000+05:30,Moderate,14259.0205
06/11/1965,08:41:01,44.299,149.032,Earthquake,32.6,,,5,MW,,,,,,,ISCGEM856015,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-11T08:41:01.000+05:30,Moderate,14216.983
06/12/1965,05:28:40,44.167,149.87,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM856064,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-12T05:28:40.000+05:30,Moderate,14271.312
06/12/1965,05:40:58,43.775,149.448,Earthquake,38.0,,,5,MW,,,,,,,ISCGEM856066,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-12T05:40:58.000+05:30,Moderate,14282.87
06/12/1965,06:03:33,43.804,149.351,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM856067,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-12T06:03:33.000+05:30,Moderate,14275.36
06/12/1965,18:45:44,43.885,149.339,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM856087,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-12T18:45:44.000+05:30,Moderate,14267.892
06/12/1965,18:50:12,-20.38,-68.944,Earthquake,102.2,,,5,MW,,,,,,,ISCGEM856088,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-12T18:50:12.000+05:30,Moderate,7819.065
06/13/1965,07:06:15,41.705,143.727,Earthquake,38.1,,,6,MW,,,,,,,ISCGEM856098,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-13T07:06:15.000+05:30,Moderate,14122.42
06/13/1965,20:01:51,37.718,29.378,Earthquake,25.0,,,5,MW,,,,,,,ISCGEM856108,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-13T20:01:51.000+05:30,Moderate,5162.1978
06/14/1965,07:30:42,-39.902,45.55,Earthquake,10.0,,,5,MW,,,,,,,ISCGEM856118,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-14T07:30:42.000+05:30,Moderate,6394.3115
06/15/1965,09:20:34,-38.08,177.442,Earthquake,95.0,,,5,MW,,,,,,,ISCGEMSUP856141,ISCGEMSUP,ISCGEM,ISCGEM,Automatic,1965-06-15T09:20:34.000+05:30,Moderate,15772.688
06/15/1965,23:10:29,-21.025,173.574,Earthquake,25.0,,,6,MW,,,,,,,ISCGEM856155,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-15T23:10:29.000+05:30,Moderate,17575.195
06/17/1965,20:14:51,32.052,87.784,Earthquake,10.0,,,5,MW,,,,,,,ISCGEM856219,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-17T20:14:51.000+05:30,Moderate,9798.711
06/20/1965,01:57:26,44.505,149.218,Earthquake,45.0,,,5,MW,,,,,,,ISCGEM856278,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-20T01:57:26.000+05:30,Moderate,14209.169
06/20/1965,18:04:34,42.973,-126.652,Earthquake,10.0,,,5,MW,,,,,,,ISCGEM856293,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-20T18:04:34.000+05:30,Moderate,12887.308
06/21/1965,00:21:17,28.134,55.891,Earthquake,25.0,,,5,MW,,,,,,,ISCGEM856301,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-21T00:21:17.000+05:30,Moderate,6711.9907
06/22/1965,23:48:07,7.175,123.613,Earthquake,40.0,,,6,MW,,,,,,,ISCGEM856343,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-22T23:48:07.000+05:30,Moderate,13712.033
06/23/1965,11:09:17,56.543,-152.948,Earthquake,20.0,,,6,MW,,,,,,,ISCGEM856357,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-23T11:09:17.000+05:30,Moderate,13277.337
06/24/1965,07:45:13,7.034,126.25,Earthquake,30.0,,,5,MW,,,,,,,ISCGEM856382,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-24T07:45:13.000+05:30,Moderate,14003.271
06/27/1965,09:45:45,-54.437,4.965,Earthquake,10.0,,,5,MW,,,,,,,ISCGEM856447,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-27T09:45:45.000+05:30,Moderate,6070.1934
06/27/1965,11:08:59,60.281,-141.418,Earthquake,15.0,,,6,MW,,,,,,,ISCGEM856449,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-27T11:08:59.000+05:30,Moderate,12542.91
06/27/1965,11:36:14,23.764,121.56,Earthquake,40.0,,,5,MW,,,,,,,ISCGEM856452,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-27T11:36:14.000+05:30,Moderate,13190.06
06/28/1965,03:33:35,-5.01,153.06,Earthquake,25.0,,,6,MW,,,,,,,ISCGEM856478,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-28T03:33:35.000+05:30,Moderate,16971.95
06/30/1965,02:53:16,-1.734,126.53,Earthquake,30.0,,,5,MW,,,,,,,ISCGEM856531,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-30T02:53:16.000+05:30,Moderate,14067.333
06/30/1965,08:33:33,51.813,176.53,Earthquake,44.6,,,5,MW,,,,,,,ISCGEM856536,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-06-30T08:33:33.000+05:30,Moderate,14244.562
07/01/1965,23:12:42,-63.159,-163.707,Earthquake,10.0,,,6,MW,,,,,,,ISCGEM855097,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-01T23:12:42.000+05:30,Moderate,12863.302
07/02/1965,20:58:40,52.99,-167.739,Earthquake,45.0,,,7,MW,,,,,,,ISCGEM855112,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-02T20:58:40.000+05:30,High,14014.017
07/03/1965,11:26:13,22.338,101.496,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM855121,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-03T11:26:13.000+05:30,Moderate,11188.753
07/06/1965,03:04:21,-22.567,172.939,Earthquake,35.0,,,5,MW,,,,,,,ISCGEMSUP855168,ISCGEMSUP,ISCGEM,ISCGEM,Automatic,1965-07-06T03:04:21.000+05:30,Moderate,17391.924
07/06/1965,03:18:45,38.384,22.545,Earthquake,20.0,,,6,MW,,,,,,,ISCGEM855169,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-06T03:18:45.000+05:30,Moderate,4850.0303
07/06/1965,04:08:49,46.591,152.467,Earthquake,45.0,,,5,MW,,,,,,,ISCGEM855170,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-06T04:08:49.000+05:30,Moderate,14182.262
07/06/1965,18:36:46,-4.408,155.062,Earthquake,490.0,,,6,MW,,,,,,,ISCGEM855189,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-06T18:36:46.000+05:30,Moderate,17201.854
07/07/1965,23:00:00,-6.819,105.505,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM855208,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-07T23:00:00.000+05:30,Moderate,11719.122
07/12/1965,13:57:15,-28.428,-68.25,Earthquake,112.4,,,5,MW,,,,,,,ISCGEM855319,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-12T13:57:15.000+05:30,Moderate,7892.778
07/15/1965,18:33:30,7.74,123.811,Earthquake,570.0,,,6,MW,,,,,,,ISCGEM855394,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-15T18:33:30.000+05:30,Moderate,13728.361
07/17/1965,07:20:34,-9.72,159.888,Earthquake,25.0,,,5,MW,,,,,,,ISCGEM855425,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-17T07:20:34.000+05:30,Moderate,17541.03
07/20/1965,13:18:28,7.56,124.247,Earthquake,24.6,,,5,MW,,,,,,,ISCGEM855504,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-20T13:18:28.000+05:30,Moderate,13778.01
07/21/1965,17:52:33,53.318,170.365,Earthquake,28.8,,,5,MW,,,,,,,ISCGEM855526,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-21T17:52:33.000+05:30,Moderate,14019.712
07/25/1965,03:40:43,1.813,99.276,Earthquake,105.0,,,5,MW,,,,,,,ISCGEM855580,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-25T03:40:43.000+05:30,Moderate,11038.467
07/25/1965,13:33:04,41.278,146.682,Earthquake,15.0,,,5,MW,,,,,,,ISCGEM855589,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-25T13:33:04.000+05:30,Moderate,14333.281
07/25/1965,21:46:45,51.472,175.894,Earthquake,20.1,,,5,MW,,,,,,,ISCGEM855597,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-25T21:46:45.000+05:30,Moderate,14278.651
07/28/1965,22:29:09,-2.335,101.767,Earthquake,140.0,,,5,MW,,,,,,,ISCGEM855664,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-28T22:29:09.000+05:30,Moderate,11314.872
07/29/1965,08:29:24,51.05,-171.289,Earthquake,21.4,,,6,MW,,,,,,,ISCGEM855674,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-29T08:29:24.000+05:30,Moderate,14279.401
07/29/1965,12:20:21,50.799,-171.607,Earthquake,15.0,,,5,MW,,,,,,,ISCGEM855684,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-29T12:20:21.000+05:30,Moderate,14311.041
07/29/1965,15:08:37,51.076,-171.466,Earthquake,20.0,,,5,MW,,,,,,,ISCGEM855692,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-29T15:08:37.000+05:30,Moderate,14278.931
07/30/1965,07:20:10,6.789,-72.907,Earthquake,160.0,,,5,MW,,,,,,,ISCGEM855709,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-07-30T07:20:10.000+05:30,Moderate,8120.621
08/01/1965,23:44:29,-32.441,-178.803,Earthquake,45.0,,,5,MW,,,,,,,ISCGEM854282,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-01T23:44:29.000+05:30,Moderate,16405.625
08/02/1965,13:19:57,-56.046,157.922,Earthquake,10.0,,,7,MW,,,,,,,ISCGEM854292,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-02T13:19:57.000+05:30,High,13473.437
08/03/1965,02:01:53,-7.526,-81.179,Earthquake,26.3,,,5,MW,,,,,,,ISCGEM854310,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-03T02:01:53.000+05:30,Moderate,9035.209
08/05/1965,00:07:52,-5.213,151.701,Earthquake,60.0,,,6,MW,,,,,,,ISCGEM854347,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-05T00:07:52.000+05:30,Moderate,16819.783
08/11/1965,03:40:58,-15.449,166.98,Earthquake,25.0,,,7,MW,,,,,,,ISCGEM854451,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-11T03:40:58.000+05:30,High,17779.959
08/11/1965,07:18:47,-15.67,167.216,Earthquake,30.0,,,5,MW,,,,,,,ISCGEM854453,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-11T07:18:47.000+05:30,Moderate,17777.69
08/11/1965,19:52:32,-15.685,167.097,Earthquake,30.0,,,6,MW,,,,,,,ISCGEM854468,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-11T19:52:32.000+05:30,Moderate,17768.2
08/11/1965,20:13:58,-15.741,167.26,Earthquake,30.0,,,6,MW,,,,,,,ISCGEM854470,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-11T20:13:58.000+05:30,Moderate,17774.656
08/11/1965,22:31:51,-15.861,167.092,Earthquake,30.0,,,7,MW,,,,,,,ISCGEM854473,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-11T22:31:51.000+05:30,High,17752.89
08/12/1965,08:01:46,-15.817,167.399,Earthquake,30.0,,,6,MW,,,,,,,ISCGEM854500,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-12T08:01:46.000+05:30,Moderate,17777.621
08/12/1965,12:57:15,-5.36,152.116,Earthquake,51.0,,,6,MW,,,,,,,ISCGEM854507,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-12T12:57:15.000+05:30,Moderate,16862.281
08/12/1965,18:04:56,-15.931,167.392,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM854519,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-12T18:04:56.000+05:30,Moderate,17767.332
08/13/1965,04:40:57,-15.97,167.439,Earthquake,30.0,,,5,MW,,,,,,,ISCGEM854538,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-13T04:40:57.000+05:30,Moderate,17767.135
08/13/1965,11:24:53,-15.995,166.96,Earthquake,25.0,,,6,MW,,,,,,,ISCGEM854550,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-13T11:24:53.000+05:30,Moderate,17732.404
08/13/1965,12:40:10,-15.871,166.96,Earthquake,25.0,,,7,MW,,,,,,,ISCGEM854555,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-13T12:40:10.000+05:30,High,17742.941
08/13/1965,12:40:32,-16.198,167.607,Earthquake,35.0,,,7,MW,,,,,,,ISCGEM854556,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-13T12:40:32.000+05:30,High,17758.527
08/13/1965,17:56:30,-16.801,167.602,Earthquake,35.0,,,6,MW,,,,,,,ISCGEM854573,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-13T17:56:30.000+05:30,Moderate,17705.176
08/13/1965,21:57:38,-6.38,148.543,Earthquake,30.0,,,6,MW,,,,,,,ISCGEM854586,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-13T21:57:38.000+05:30,Moderate,16453.256
08/14/1965,11:07:47,-15.819,166.794,Earthquake,20.0,,,6,MW,,,,,,,ISCGEM854614,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-14T11:07:47.000+05:30,Moderate,17735.809
08/14/1965,13:18:06,-11.385,166.332,Earthquake,35.0,,,5,MW,,,,,,,ISCGEM854617,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-14T13:18:06.000+05:30,Moderate,18044.84
08/16/1965,12:36:22,-0.53,-19.951,Earthquake,15.0,,,6,MW,,,,,,,ISCGEM854661,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-16T12:36:22.000+05:30,Moderate,2219.2007
08/17/1965,10:35:10,4.872,95.836,Earthquake,65.0,,,6,MW,,,,,,,ISCGEM854696,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-17T10:35:10.000+05:30,Moderate,10654.124
08/17/1965,16:17:45,-15.185,166.67,Earthquake,30.0,,,5,MW,,,,,,,ISCGEM854706,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-17T16:17:45.000+05:30,Moderate,17779.879
08/18/1965,14:51:34,-15.945,166.999,Earthquake,25.0,,,6,MW,,,,,,,ISCGEM854753,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-18T14:51:34.000+05:30,Moderate,17739.342
08/20/1965,05:54:51,-5.714,128.493,Earthquake,330.0,,,6,MW,,,,,,,ISCGEM854799,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-20T05:54:51.000+05:30,Moderate,14262.635
08/20/1965,09:42:50,-18.954,-68.82,Earthquake,124.0,,,6,MW,,,,,,,ISCGEM854803,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-20T09:42:50.000+05:30,Moderate,7785.752
08/20/1965,21:21:52,-22.887,-176.194,Earthquake,75.0,,,6,MW,,,,,,,ISCGEMSUP854809,ISCGEMSUP,ISCGEM,ISCGEM,Automatic,1965-08-20T21:21:52.000+05:30,Moderate,17437.088
08/21/1965,15:04:20,-5.921,103.993,Earthquake,45.0,,,5,MW,,,,,,,ISCGEM854827,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-21T15:04:20.000+05:30,Moderate,11555.025
08/23/1965,14:08:58,40.459,26.206,Earthquake,15.0,,,6,MW,,,,,,,ISCGEM854868,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-23T14:08:58.000+05:30,Moderate,5220.376
08/23/1965,19:46:04,16.081,-95.867,Earthquake,25.0,,,7,MW,,,,,,,ISCGEM854871,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-23T19:46:04.000+05:30,High,10634.3125
08/24/1965,01:01:00,15.837,-96.235,Earthquake,25.0,,,5,MW,,,,,,,ISCGEM854885,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-24T01:01:00.000+05:30,Moderate,10674.429
08/27/1965,18:22:03,44.453,149.06,Earthquake,30.0,,,5,MW,,,,,,,ISCGEM854972,ISCGEM,ISCGEM,ISCGEM,Automatic,1965-08-27T18:22:03.000+05:30,Moderate,14205.434
